"","Cargo","remuneracao_total","Vinculo","Data","Ano_Ingresso","id","Primeiro_Pgto","Ultimo_Pgto","N_Meses","instrucao","Ano"
"1","AGENTE POLITICO",10021.84,"ELETIVO","2015-01-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"2","AGENTE POLITICO",12000,"ELETIVO","2015-02-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"3","AGENTE POLITICO",12000,"ELETIVO","2015-03-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"4","AGENTE POLITICO",12000,"ELETIVO","2015-04-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"5","AGENTE POLITICO",12000,"ELETIVO","2015-05-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"6","AGENTE POLITICO",18000,"ELETIVO","2015-06-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"7","AGENTE POLITICO",12000,"ELETIVO","2015-07-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"8","AGENTE POLITICO",12000,"ELETIVO","2015-08-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"9","AGENTE POLITICO",12000,"ELETIVO","2015-09-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"10","AGENTE POLITICO",12000,"ELETIVO","2015-10-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"11","AGENTE POLITICO",12000,"ELETIVO","2015-11-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"12","AGENTE POLITICO",24000,"ELETIVO","2015-12-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2015"
"13","AGENTE POLITICO",12000,"ELETIVO","2016-01-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"14","AGENTE POLITICO",12000,"ELETIVO","2016-02-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"15","AGENTE POLITICO",12000,"ELETIVO","2016-03-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"16","AGENTE POLITICO",12000,"ELETIVO","2016-04-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"17","AGENTE POLITICO",12000,"ELETIVO","2016-05-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"18","AGENTE POLITICO",16800,"ELETIVO","2016-06-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"19","AGENTE POLITICO",12000,"ELETIVO","2016-07-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"20","AGENTE POLITICO",12000,"ELETIVO","2016-08-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"21","AGENTE POLITICO",12000,"ELETIVO","2016-09-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"22","AGENTE POLITICO",12000,"ELETIVO","2016-10-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"23","AGENTE POLITICO",12000,"ELETIVO","2016-11-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"24","AGENTE POLITICO",19200,"ELETIVO","2016-12-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2016"
"25","AGENTE POLITICO",12000,"ELETIVO","2017-01-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"26","AGENTE POLITICO",12000,"ELETIVO","2017-02-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"27","AGENTE POLITICO",12000,"ELETIVO","2017-03-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"28","AGENTE POLITICO",12000,"ELETIVO","2017-04-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"29","AGENTE POLITICO",12000,"ELETIVO","2017-05-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"30","AGENTE POLITICO",16800,"ELETIVO","2017-06-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"31","AGENTE POLITICO",12000,"ELETIVO","2017-07-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"32","AGENTE POLITICO",12000,"ELETIVO","2017-08-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"33","AGENTE POLITICO",12000,"ELETIVO","2017-09-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"34","AGENTE POLITICO",12000,"ELETIVO","2017-10-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"35","AGENTE POLITICO",12000,"ELETIVO","2017-11-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"36","AGENTE POLITICO",19200,"ELETIVO","2017-12-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2017"
"37","AGENTE POLITICO",12000,"ELETIVO","2018-01-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"38","AGENTE POLITICO",12000,"ELETIVO","2018-02-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"39","AGENTE POLITICO",12000,"ELETIVO","2018-03-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"40","AGENTE POLITICO",12000,"ELETIVO","2018-04-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"41","AGENTE POLITICO",12000,"ELETIVO","2018-05-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"42","AGENTE POLITICO",16800,"ELETIVO","2018-06-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"43","AGENTE POLITICO",1161.29,"ELETIVO","2018-07-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"44","AGENTE POLITICO",15200,"ELETIVO","2018-12-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2018"
"45","AGENTE POLITICO",12000,"ELETIVO","2019-01-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"46","AGENTE POLITICO",12000,"ELETIVO","2019-02-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"47","AGENTE POLITICO",12000,"ELETIVO","2019-03-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"48","AGENTE POLITICO",12000,"ELETIVO","2019-04-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"49","AGENTE POLITICO",12000,"ELETIVO","2019-05-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"50","AGENTE POLITICO",18000,"ELETIVO","2019-06-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"51","AGENTE POLITICO",12000,"ELETIVO","2019-08-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"52","AGENTE POLITICO",12000,"ELETIVO","2019-09-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"53","AGENTE POLITICO",12000,"ELETIVO","2019-10-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"54","AGENTE POLITICO",12000,"ELETIVO","2020-01-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"55","AGENTE POLITICO",9034.48,"ELETIVO","2020-02-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"56","AGENTE POLITICO",12000,"ELETIVO","2020-04-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"57","AGENTE POLITICO",12000,"ELETIVO","2020-05-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"58","AGENTE POLITICO",16800,"ELETIVO","2020-06-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"59","AGENTE POLITICO",12000,"ELETIVO","2019-07-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"60","AGENTE POLITICO",12000,"ELETIVO","2020-07-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"61","AGENTE POLITICO",12000,"ELETIVO","2020-08-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"62","AGENTE POLITICO",12000,"ELETIVO","2020-09-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"63","AGENTE POLITICO",12000,"ELETIVO","2020-10-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"64","AGENTE POLITICO",12000,"ELETIVO","2019-11-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"65","AGENTE POLITICO",12000,"ELETIVO","2020-11-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"66","AGENTE POLITICO",22000,"ELETIVO","2019-12-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2019"
"67","AGENTE POLITICO",21200,"ELETIVO","2020-12-01",2013,"1","2015","2020",83,"FUNDAMENTAL INCOMPLETO","2020"
"68","SECRETARIO DE GABINETE",990.12,"COMISSIONADO","2016-04-01",2016,"350","2016","2016",4,"MEDIO","2016"
"69","SECRETARIO DE GABINETE",990.12,"COMISSIONADO","2016-05-01",2016,"350","2016","2016",4,"MEDIO","2016"
"70","SECRETARIO DE GABINETE",220.02,"COMISSIONADO","2016-08-01",2016,"350","2016","2016",4,"MEDIO","2016"
"71","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-01-01",2017,"400","2017","2019",32,"MEDIO","2017"
"72","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-02-01",2017,"400","2017","2019",32,"MEDIO","2017"
"73","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-03-01",2017,"400","2017","2019",32,"MEDIO","2017"
"74","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-04-01",2017,"400","2017","2019",32,"MEDIO","2017"
"75","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-05-01",2017,"400","2017","2019",32,"MEDIO","2017"
"76","ASSESSOR PARLAMENTAR",1559.43,"COMISSIONADO","2017-06-01",2017,"400","2017","2019",32,"MEDIO","2017"
"77","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-07-01",2017,"400","2017","2019",32,"MEDIO","2017"
"78","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-08-01",2017,"400","2017","2019",32,"MEDIO","2017"
"79","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-09-01",2017,"400","2017","2019",32,"MEDIO","2017"
"80","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-10-01",2017,"400","2017","2019",32,"MEDIO","2017"
"81","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-11-01",2017,"400","2017","2019",32,"MEDIO","2017"
"82","ASSESSOR PARLAMENTAR",1782.21,"COMISSIONADO","2017-12-01",2017,"400","2017","2019",32,"MEDIO","2017"
"83","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-01-01",2017,"400","2017","2019",32,"MEDIO","2018"
"84","ASSESSOR PARLAMENTAR",1485.17,"COMISSIONADO","2018-02-01",2017,"400","2017","2019",32,"MEDIO","2018"
"85","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-03-01",2017,"400","2017","2019",32,"MEDIO","2018"
"86","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-04-01",2017,"400","2017","2019",32,"MEDIO","2018"
"87","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-05-01",2017,"400","2017","2019",32,"MEDIO","2018"
"88","ASSESSOR PARLAMENTAR",1559.43,"COMISSIONADO","2018-06-01",2017,"400","2017","2019",32,"MEDIO","2018"
"89","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-07-01",2017,"400","2017","2019",32,"MEDIO","2018"
"90","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-08-01",2017,"400","2017","2019",32,"MEDIO","2018"
"91","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-09-01",2017,"400","2017","2019",32,"MEDIO","2018"
"92","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2018-10-01",2017,"400","2017","2019",32,"MEDIO","2018"
"93","ASSESSOR PARLAMENTAR",1782.21,"COMISSIONADO","2018-12-01",2017,"400","2017","2019",32,"MEDIO","2018"
"94","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2019-01-01",2017,"400","2017","2019",32,"MEDIO","2019"
"95","ASSESSOR PARLAMENTAR",1485.17,"COMISSIONADO","2019-02-01",2017,"400","2017","2019",32,"MEDIO","2019"
"96","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2019-03-01",2017,"400","2017","2019",32,"MEDIO","2019"
"97","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2019-04-01",2017,"400","2017","2019",32,"MEDIO","2019"
"98","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2019-05-01",2017,"400","2017","2019",32,"MEDIO","2019"
"99","ASSESSOR PARLAMENTAR",1670.82,"COMISSIONADO","2019-06-01",2017,"400","2017","2019",32,"MEDIO","2019"
"100","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2019-08-01",2017,"400","2017","2019",32,"MEDIO","2019"
"101","ASSESSOR PARLAMENTAR",1175.77,"COMISSIONADO","2019-09-01",2017,"400","2017","2019",32,"MEDIO","2019"
"102","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2019-07-01",2017,"400","2017","2019",32,"MEDIO","2019"
"103","ASSESSOR PROCESSO LEGISLATIVO",5000,"COMISSIONADO","2020-03-01",2020,"835","2020","2020",1,"MEDIO","2020"
"104","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-01-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"105","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-02-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"106","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-03-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"107","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-04-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"108","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-05-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"109","ASSESSOR DE CONTROLE INTERNO",2227.74,"COMISSIONADO","2015-06-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"110","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-07-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"111","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-08-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"112","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-09-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"113","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-10-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"114","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2015-11-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"115","ASSESSOR DE CONTROLE INTERNO",2970.32,"COMISSIONADO","2015-12-01",2015,"267","2015","2017",25,"SUPERIOR","2015"
"116","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-01-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"117","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-02-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"118","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-03-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"119","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-04-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"120","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-05-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"121","ASSESSOR DE CONTROLE INTERNO",2079.22,"COMISSIONADO","2016-06-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"122","ASSESSOR DE CONTROLE INTERNO",1980.21,"COMISSIONADO","2016-07-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"123","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-08-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"124","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-09-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"125","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-10-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"126","ASSESSOR DE CONTROLE INTERNO",1485.16,"COMISSIONADO","2016-11-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"127","ASSESSOR DE CONTROLE INTERNO",2376.26,"COMISSIONADO","2016-12-01",2015,"267","2015","2017",25,"SUPERIOR","2016"
"128","ASSESSOR DE CONTROLE INTERNO",1980.21,"COMISSIONADO","2017-02-01",2015,"267","2015","2017",25,"SUPERIOR","2017"
"129","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-01-01",2019,"2","2015","2021",73,"MEDIO","2015"
"130","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-02-01",2019,"2","2015","2021",73,"MEDIO","2015"
"131","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-03-01",2019,"2","2015","2021",73,"MEDIO","2015"
"132","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-04-01",2019,"2","2015","2021",73,"MEDIO","2015"
"133","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-05-01",2019,"2","2015","2021",73,"MEDIO","2015"
"134","ASSESSOR PARLAMENTAR",1670.82,"COMISSIONADO","2015-06-01",2019,"2","2015","2021",73,"MEDIO","2015"
"135","ASSESSOR PARLAMENTAR",1485.17,"COMISSIONADO","2015-07-01",2019,"2","2015","2021",73,"MEDIO","2015"
"136","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-08-01",2019,"2","2015","2021",73,"MEDIO","2015"
"137","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-09-01",2019,"2","2015","2021",73,"MEDIO","2015"
"138","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-10-01",2019,"2","2015","2021",73,"MEDIO","2015"
"139","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2015-11-01",2019,"2","2015","2021",73,"MEDIO","2015"
"140","ASSESSOR PARLAMENTAR",2227.76,"COMISSIONADO","2015-12-01",2019,"2","2015","2021",73,"MEDIO","2015"
"141","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-01-01",2019,"2","2015","2021",73,"MEDIO","2016"
"142","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-02-01",2019,"2","2015","2021",73,"MEDIO","2016"
"143","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-03-01",2019,"2","2015","2021",73,"MEDIO","2016"
"144","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-04-01",2019,"2","2015","2021",73,"MEDIO","2016"
"145","ASSESSOR PARLAMENTAR",1485.17,"COMISSIONADO","2016-05-01",2019,"2","2015","2021",73,"MEDIO","2016"
"146","ASSESSOR PARLAMENTAR",1559.43,"COMISSIONADO","2016-06-01",2019,"2","2015","2021",73,"MEDIO","2016"
"147","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-07-01",2019,"2","2015","2021",73,"MEDIO","2016"
"148","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-08-01",2019,"2","2015","2021",73,"MEDIO","2016"
"149","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-09-01",2019,"2","2015","2021",73,"MEDIO","2016"
"150","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-10-01",2019,"2","2015","2021",73,"MEDIO","2016"
"151","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2016-11-01",2019,"2","2015","2021",73,"MEDIO","2016"
"152","ASSESSOR PARLAMENTAR",1782.21,"COMISSIONADO","2016-12-01",2019,"2","2015","2021",73,"MEDIO","2016"
"153","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-01-01",2019,"2","2015","2021",73,"MEDIO","2017"
"154","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-02-01",2019,"2","2015","2021",73,"MEDIO","2017"
"155","ASSESSOR PARLAMENTAR",1113.88,"COMISSIONADO","2017-03-01",2019,"2","2015","2021",73,"MEDIO","2017"
"156","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2017-04-01",2019,"2","2015","2021",73,"MEDIO","2017"
"157","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2017-05-01",2019,"2","2015","2021",73,"MEDIO","2017"
"158","CONSULTOR LEGISLATIVO",2524.78,"COMISSIONADO","2017-06-01",2019,"2","2015","2021",73,"MEDIO","2017"
"159","CONSULTOR LEGISLATIVO",2805.31,"COMISSIONADO","2017-07-01",2019,"2","2015","2021",73,"MEDIO","2017"
"160","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2017-08-01",2019,"2","2015","2021",73,"MEDIO","2017"
"161","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2017-09-01",2019,"2","2015","2021",73,"MEDIO","2017"
"162","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2017-10-01",2019,"2","2015","2021",73,"MEDIO","2017"
"163","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2017-11-01",2019,"2","2015","2021",73,"MEDIO","2017"
"164","CONSULTOR LEGISLATIVO",3539.62,"COMISSIONADO","2017-12-01",2019,"2","2015","2021",73,"MEDIO","2017"
"165","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-01-01",2019,"2","2015","2021",73,"MEDIO","2018"
"166","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-02-01",2019,"2","2015","2021",73,"MEDIO","2018"
"167","CONSULTOR LEGISLATIVO",2805.31,"COMISSIONADO","2018-03-01",2019,"2","2015","2021",73,"MEDIO","2018"
"168","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-04-01",2019,"2","2015","2021",73,"MEDIO","2018"
"169","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-05-01",2019,"2","2015","2021",73,"MEDIO","2018"
"170","CONSULTOR LEGISLATIVO",2945.57,"COMISSIONADO","2018-06-01",2019,"2","2015","2021",73,"MEDIO","2018"
"171","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-07-01",2019,"2","2015","2021",73,"MEDIO","2018"
"172","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-08-01",2019,"2","2015","2021",73,"MEDIO","2018"
"173","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-09-01",2019,"2","2015","2021",73,"MEDIO","2018"
"174","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2018-10-01",2019,"2","2015","2021",73,"MEDIO","2018"
"175","CONSULTOR LEGISLATIVO",3366.37,"COMISSIONADO","2018-12-01",2019,"2","2015","2021",73,"MEDIO","2018"
"176","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2019-01-01",2019,"2","2015","2021",73,"MEDIO","2019"
"177","CONSULTOR LEGISLATIVO",2805.31,"COMISSIONADO","2019-02-01",2019,"2","2015","2021",73,"MEDIO","2019"
"178","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2019-03-01",2019,"2","2015","2021",73,"MEDIO","2019"
"179","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2019-04-01",2019,"2","2015","2021",73,"MEDIO","2019"
"180","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2019-05-01",2019,"2","2015","2021",73,"MEDIO","2019"
"181","CONSULTOR LEGISLATIVO",3155.97,"COMISSIONADO","2019-06-01",2019,"2","2015","2021",73,"MEDIO","2019"
"182","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2019-08-01",2019,"2","2015","2021",73,"MEDIO","2019"
"183","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2019-09-01",2019,"2","2015","2021",73,"MEDIO","2019"
"184","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2019-10-01",2019,"2","2015","2021",73,"MEDIO","2019"
"185","ASSISTENTE DE GABINETE",4200,"COMISSIONADO","2020-01-01",2019,"2","2015","2021",73,"MEDIO","2020"
"186","ASSISTENTE DE GABINETE",4200,"COMISSIONADO","2020-02-01",2019,"2","2015","2021",73,"MEDIO","2020"
"187","ASSISTENTE DE GABINETE",4444.44,"COMISSIONADO","2021-02-01",2019,"2","2015","2021",73,"MEDIO","2021"
"188","ASSISTENTE DE GABINETE",5333.33,"COMISSIONADO","2020-03-01",2019,"2","2015","2021",73,"MEDIO","2020"
"189","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2020-04-01",2019,"2","2015","2021",73,"MEDIO","2020"
"190","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2020-05-01",2019,"2","2015","2021",73,"MEDIO","2020"
"191","ASSISTENTE DE GABINETE",5600,"COMISSIONADO","2020-06-01",2019,"2","2015","2021",73,"MEDIO","2020"
"192","CONSULTOR LEGISLATIVO",2103.98,"COMISSIONADO","2019-07-01",2017,"2","2015","2021",73,"MEDIO","2019"
"193","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2020-07-01",2019,"2","2015","2021",73,"MEDIO","2020"
"194","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2020-08-01",2019,"2","2015","2021",73,"MEDIO","2020"
"195","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2020-09-01",2019,"2","2015","2021",73,"MEDIO","2020"
"196","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2020-10-01",2019,"2","2015","2021",73,"MEDIO","2020"
"197","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2019-11-01",2019,"2","2015","2021",73,"MEDIO","2019"
"198","ASSISTENTE DE GABINETE",4000,"COMISSIONADO","2020-11-01",2019,"2","2015","2021",73,"MEDIO","2020"
"199","ASSISTENTE DE GABINETE",6948.01,"COMISSIONADO","2019-12-01",2019,"2","2015","2021",73,"MEDIO","2019"
"200","ASSISTENTE DE GABINETE",6400,"COMISSIONADO","2020-12-01",2019,"2","2015","2021",73,"MEDIO","2020"
"201","ASSESSOR PARLAMENTAR",1144.95,"COMISSIONADO","2017-04-01",2017,"518","2017","2018",15,"MEDIO","2017"
"202","ASSESSOR PARLAMENTAR",1144.95,"COMISSIONADO","2017-05-01",2017,"518","2017","2018",15,"MEDIO","2017"
"203","ASSESSOR PARLAMENTAR",1367.73,"COMISSIONADO","2017-06-01",2017,"518","2017","2018",15,"MEDIO","2017"
